seqnames	start	end	FDR	V12
chr3L	21415801	21416143	5.95e-15	945.120635097797
chr2L	3776334	3776483	1.15e-14	926.107189345068
chrUn_DS483783v1	1441	1577	0.000485	220.194552644994
chr2R	12460390	12461065	2.37e-43	2831.96042042066
chrX	18050709	18051011	3.88e-35	2286.22853337291
chr3R	20519442	20519861	4.96e-35	2279.14286400891
chr3L	8251252	8251624	1.31e-32	2118.24264449266
chr3R	6320590	6321324	8.6e-32	2063.94724753162
chr3L	5337155	5337608	3.59e-31	2022.7157419492
chr3R	13165326	13165637	4.04e-26	1687.11550348189
chr3R	22663554	22664141	2.17e-25	1638.61014659029
chrX	6461910	6462762	1.39e-24	1585.02378788696
chr2R	22766948	22767226	3.67e-24	1557.00988428456
chr3L	18703614	18703846	1.5e-23	1516.38767363376
chr3R	31379243	31379481	1.8e-21	1378.24986172159
chr3R	26166271	26166784	2.81e-21	1365.39839724377
chrX	13352281	13352501	6.11e-21	1342.98635225181
chr3L	5725575	5725801	1.04e-20	1327.63956738762
chr3L	19960260	19960490	1.57e-20	1315.75594677261
chr3L	16752819	16753182	4.81e-20	1283.45050007504
chr3R	6634145	6634356	6.47e-20	1274.89592371059
chr2L	10893840	10894215	1.62e-19	1248.412799795
chrX	967385	967526	5.47e-16	1013.9861737036
chr2R	14569685	14569811	4.7e-12	752.609527637161
chrX	9124724	9124901	1.31e-10	656.594282742218
chr3R	26138699	26138835	2.49e-10	638.062704131605
chr3L	17054565	17054708	6.66e-10	609.675175431542
chrUn_DS484258v1	1606	1754	1.07e-05	330.240593556208
chrUn_DS485876v1	153	249	5.15e-05	284.901360842819
chrUn_CP007079v1	21164	21353	0.000339	230.528542123757
chrX	10147344	10147942	1.78e-43	2840.2206167793
chr3L	12949656	12950296	3.58e-43	2820.05896985334
chrX	13164567	13165310	3.92e-41	2684.56396472083
chr3R	23642569	23643005	4.74e-35	2280.45192523868
chrX	9906949	9907594	5.17e-35	2277.94638081035
chr2L	18481633	18482215	2.66e-32	2097.80545581338
chr2L	17092557	17092935	3.43e-32	2090.46980919995
chr2R	17127894	17128386	3.71e-32	2088.20559699099
chr3R	18950036	18950322	1.33e-31	2051.36689391564
chr3R	11486210	11486706	1.78e-30	1976.51931210858
chr3L	18441406	18441712	5.33e-28	1811.99702247723
chr3L	5093428	5093784	1.91e-25	1642.29259467846
chr2L	17900365	17900698	2.02e-25	1640.67694158414
chrX	6503151	6503380	2.92e-24	1563.60611816383
chr2L	17338733	17339016	5.93e-24	1543.16484345051
chr3L	2256561	2256658	3.39e-22	1426.42265628321
chr3L	8217741	8217953	7.52e-22	1403.43370851238
chr2R	6166985	6167161	1.35e-21	1386.55061170717
chr2R	9251551	9251696	3.97e-21	1355.42701970533
chr2L	18545252	18545750	5.44e-20	1279.89910492543
chr3R	13189692	13189861	1.56e-17	1116.62463167995
chrX	52558	52736	4.41e-17	1086.63997914605
chr3L	13361551	13361810	4.16e-16	1021.88531979663
chr2R	21462745	21463109	4.98e-16	1016.69407551809
chr3R	26149775	26150035	2.55e-15	969.568483524526
chr3L	3915510	3915647	1.45e-14	919.418808563657
chr3R	25379835	25380032	4.95e-13	817.552734166869
chr2L	3403251	3403759	1.24e-12	791.055940360724
chr2L	10717560	10717802	1.11e-11	727.812987343712
chr3L	10013961	10014266	2.03e-11	710.394586327011
chr2R	22823714	22823843	1.09e-10	661.899056277428
chr3R	486443	486592	5.9e-06	347.417072296994
chr3R	83438	83604	1.65e-05	317.743488999314
chr3L	14658338	14658923	3.29e-41	2689.61928612843
chr3R	5870864	5871505	2.45e-38	2498.80971712984
chr3L	10814191	10814443	5.34e-36	2343.45143348064
chr2L	17722434	17722675	5.68e-36	2341.6704097243
chr2L	6893799	6894189	8.38e-26	1666.06360446294
chr2L	1328257	1328606	1.21e-25	1655.46390649368
chr2R	15645976	15646341	2.17e-25	1638.61014659029
chr3R	31335638	31335870	7.23e-25	1603.88413450015
chr2L	15076372	15076681	7.45e-20	1270.82642944345
chr3L	11903333	11903694	5.55e-19	1212.88292062794
chrX	5855546	5855631	7.09e-18	1139.37840161015
chr3R	9739711	9739785	7.64e-18	1137.22266139423
chrX	6148438	6148870	8.22e-17	1068.67278438356
chr2R	19600228	19600477	1.04e-16	1061.88531979663
chr3R	13173451	13173588	2.15e-16	1040.93025716766
chr3R	12788326	12788808	6.05e-16	1011.07828751621
chr3R	14552687	14552923	1.98e-14	910.429857962364
chr2L	17234619	17234801	3.3e-14	895.69054607904
chrX	12239442	12239573	9.14e-14	866.295983262794
chr2R	23497272	23497567	1.62e-13	849.781428408516
chr3L	2335324	2335564	5.56e-13	814.199607011739
chr3L	14924157	14924369	5.61e-13	813.941289254033
chr3L	6646215	6646397	2.38e-12	772.243511302303
chr2R	3492143	3492317	5.02e-12	750.708995489446
chr3R	23426846	23427132	1.69e-09	582.806592149576
chr3R	266660	266875	4.28e-08	489.55627924945
chr3R	15009202	15010063	1.94e-54	3568.5612094301
chr2R	15025137	15025982	1.9e-46	3037.65385892525
chr2L	2072390	2073067	1.3e-42	2782.84936724031
chrX	8188470	8188906	1.05e-39	2589.69612745431
chr3R	26201071	26201554	1e-33	2192.47254262566
chr2R	22989165	22989888	1.05e-27	1792.43338468135
chrX	869163	869395	1.97e-27	1774.27725864554
chr2L	13675411	13675863	1.21e-25	1655.46390649368
chr2L	15604695	15605026	3.39e-23	1492.86121818095
chr2L	5635341	5635759	5.58e-23	1478.4816212071
chr3L	14889181	14889561	6.62e-23	1473.55029930754
chr3L	17213140	17213286	1.23e-19	1256.35950974591
chr2R	12536668	12536831	3.18e-18	1162.51357884926
chr3L	13744702	13745253	1.06e-17	1127.77426696593
chr3R	26200423	26200839	2.12e-17	1107.77426696593
chr2L	15869096	15869496	5.52e-17	1080.16218692163
chr3R	25708950	25709144	8.27e-16	1002.05924377603
chrX	5858552	5858732	1.21e-15	991.078287516211
chrX	13512054	13512382	2.12e-15	974.897143170439
chr2R	16979382	16979568	6.41e-15	942.971941329329
chrX	20884501	20884850	2.04e-14	909.568483524526
chr3L	20071646	20072010	1.17e-12	792.732572176793
chr3L	13367018	13367166	9.96e-11	664.501266029353
chr2R	15708624	15708812	1.57e-07	452.054642101893
chrUn_DS483880v1	2216	2642	6.02e-06	346.836101646784
chrUn_DS483746v1	3924	4036	1.35e-05	323.533621343214
chrUn_DS483783v1	1703	1786	6.93e-05	276.335702441486
chr3L	10648323	10649079	1.63e-48	3174.95353180274
chr2L	17212089	17212747	1.25e-46	3049.73528539863
chr3L	3560272	3561163	3.58e-45	2952.93609364884
chrX	7776226	7777269	2.53e-42	2763.63685200699
chr2L	11862856	11863778	2.71e-31	2030.82956179858
chr2L	12212685	12213012	7.93e-30	1933.41043961383
chr3L	10751441	10751733	2.63e-29	1898.81703904432
chr3L	4708152	4708587	4.86e-29	1881.09916875805
chrUn_CP007120v1	73586	73718	1.08e-27	1791.6205449914
chrX	15860319	15860424	1.84e-24	1576.93137022029
chr3R	23585032	23585632	2.04e-20	1308.19985491101
chrX	3304141	3304401	1.08e-19	1260.11204980942
chr2R	16242089	16242266	8.95e-19	1199.09492240966
chr2R	17379786	17380027	5.49e-18	1146.75799117484
chr3L	4566170	4566362	8.48e-18	1134.21282886368
chr2L	15948414	15948694	7.46e-17	1071.47203965209
chr3R	28399136	28399583	1.51e-16	1051.12601937295
chr3R	26767446	26767901	2.52e-16	1036.34851568945
chr2L	15242530	15242685	1.62e-15	982.658552204011
chr2R	24304718	24305046	3.2e-15	963.016990363956
chr3L	2212872	2213168	3.44e-14	894.491695269914
chr2L	17322323	17322543	7.7e-13	804.804135754563
chr2R	8819171	8819833	3e-45	2958.0360353842
chr3R	28134195	28134812	4.16e-38	2483.53368154707
chr3L	2964798	2965223	1.3e-31	2052.02518636509
chr3R	26550640	26550950	2.28e-29	1902.93761854687
chrX	22693402	22693801	1.91e-28	1841.6082803717
chr3R	30452052	30452430	2.16e-28	1838.05910688915
chr3L	20147706	20148185	2.51e-24	1567.97173826241
chr2R	16242737	16243084	4.6e-24	1550.49280832254
chr2L	9132653	9132968	1.16e-22	1457.36586564338
chr3R	27773189	27774022	2.17e-22	1439.29446089704
chrX	2553828	2554131	5.53e-22	1412.30277214124
chr2L	13429838	13430215	1.04e-21	1394.07812928536
chrX	18743250	18743548	2.11e-19	1240.78781607855
chr2L	16579085	16579457	2.46e-19	1236.35950974591
chr3R	22646414	22646735	4.63e-19	1218.11243218749
chr3L	14688632	14688837	5.07e-18	1149.05439921488
chr2L	4765203	4765888	2.38e-17	1104.43632079104
chrX	20814770	20814960	2.14e-15	974.62621253368
chr2L	336527	337151	5.71e-15	946.308613554446
chr2R	8510879	8511227	1.34e-14	921.695206554801
chrX	20323687	20323857	1.61e-13	849.960090903916
chr3L	19368603	19368815	4.94e-12	751.172521936768
chr3R	28774084	28774186	5.98e-11	679.221271186752
chr3R	12259713	12260054	1.47e-10	653.26929587624
chr2R	24656716	24657636	2.47e-49	3229.39931215342
chr3L	21848415	21848743	2.78e-39	2561.60221635317
chr3L	9280515	9281075	1.14e-37	2454.44611372885
chr3R	29179031	29179602	4.52e-37	2414.70033476384
chr3L	20285621	20285970	5.2e-32	2078.46374826284
chr2R	20448506	20449233	5e-31	2013.15685693242
chr2L	18586017	18586375	1.42e-30	1983.03903833782
chr3R	16579423	16579903	5.14e-28	1813.04436594854
chr2L	16743350	16743471	6.01e-24	1542.7781857272
chrX	18813662	18813854	4.82e-23	1482.70626071908
chr3L	3139907	3140111	1.45e-22	1450.92730374564
chr2L	4703802	4704086	2.83e-21	1365.19375879155
chrX	5177994	5178223	4.76e-20	1283.75200648428
chr2L	12257424	12257683	2.32e-19	1238.05017995014
chr3R	18362116	18362345	2.98e-19	1230.82642944345
chr3L	5252368	5252655	4.22e-19	1220.78781607855
chr3L	17219645	17219864	6.92e-19	1206.51723529996
chr3L	5223336	5223578	9.45e-19	1197.52638947052
chr3R	7611372	7611746	1.45e-18	1185.17305615465
chr2L	20605378	20605661	1.22e-16	1057.27936740819
chrX	5855900	5856063	1.81e-16	1045.89719641779
chr3L	14898306	14898586	2.04e-16	1042.44560732002
chr2R	19964239	19964404	3.47e-14	894.241153312391
chr3R	6576923	6577141	2.1e-13	842.293518112886
chr3L	9581010	9581220	4.59e-13	819.731421597933
chr3L	6317950	6318109	5.34e-13	815.364509832458
chr3L	10502676	10502829	9.5e-13	798.742754401842
chrX	2873734	2873897	1.35e-12	788.603554627445
chr3L	9544598	9544871	1.59e-11	717.443645565027
chr2L	17217139	17217274	1.74e-09	581.965310958245
chr2L	11927227	11927467	2.12e-09	576.265771783956
chr2L	18099875	18100118	6.38e-09	544.475928599922
chrUn_DS485064v1	607	731	1.41e-05	322.278906236255
chr3R	261722	261878	0.000212	244.072962295219
chr3L	17305226	17305923	5.19e-42	2742.90490893372
chr2L	1279392	1280198	6.26e-41	2671.05778466448
chr3R	18943747	18944236	6.4e-33	2138.91110452341
chr2L	9265299	9265647	1.63e-32	2111.93654143878
chr3R	13135086	13135785	1.04e-31	2058.46374826284
chr3L	5259166	5259674	1.05e-31	2058.18763227234
chr2R	19654086	19654440	2.77e-27	1764.44345171369
chr3L	19243925	19244772	1.08e-26	1725.18198309365
chrX	5363742	5363852	3.43e-24	1558.96131401797
chr3L	2347605	2348133	9.33e-24	1530.08794392439
chr2L	18415543	18416001	5.6e-23	1478.37838710478
chr3L	2903095	2903619	9.1e-23	1464.36959274196
chr2L	16592221	16592459	9.48e-22	1396.75062056797
chr3L	5945248	5945663	3.05e-20	1296.59505310143
chr3L	12982675	12982919	8.27e-20	1267.81349136701
chr3L	9920930	9921107	1.29e-17	1122.10813094873
chr2L	20569115	20569419	8.7e-17	1067.03524424248
chr3R	19522597	19522902	6.74e-14	875.084894740319
chrX	7365572	7365793	1.93e-12	778.2907258231
chr3R	12108950	12109082	2.45e-11	704.968545890663
chr3R	12938680	12938843	2.56e-10	637.262742772967
chr3L	6027485	6027830	4.8e-10	619.124930860797
chr3L	11842735	11842827	1.33e-09	589.718532165196
chrUn_DS483641v1	1520	1829	0.000365	228.396318311136
chr3L	6629436	6630194	4.14e-38	2483.6727367599
chr2L	2321528	2321939	1.12e-33	2189.20256798
chrX	17470966	17471678	4.3e-32	2083.94724753162
chr3R	11826505	11826997	1.03e-30	1992.30397018425
chr3R	22091875	22092570	8.44e-29	1865.17343505602
chr3L	20286214	20286527	2.02e-28	1839.99262727738
chr2R	21942429	21942899	2.78e-27	1764.3394735802
chr3R	25819597	25820079	5.28e-22	1413.63760315876
chr2R	18471596	18471917	1.59e-21	1381.8292645425
chr3R	11037526	11037735	5.71e-20	1278.50142304318
chr2L	15585709	15586115	2.18e-18	1173.40755145941
chr3L	19368104	19368265	9.88e-18	1129.80389332325
chr3R	11714905	11715209	1.09e-16	1060.53042766391
chr3L	3526014	3526265	2.11e-15	975.03356848756
chr2L	12146493	12146671	9.57e-15	931.408049971983
chr3L	13632180	13632315	1.14e-14	926.359190080661
chr3R	11482336	11482550	4e-13	823.701304670714
chr3R	20439433	20439975	4.66e-13	819.294705573123
chrX	20368973	20369141	3.95e-11	691.187127809425
chr3R	22158616	22158738	2.09e-10	643.115560131349
chr2R	21758044	21758195	3.08e-10	631.927011959069
chrX	11199371	11199529	3.29e-07	430.70818160502
chr2L	14412175	14412708	4.29e-47	3080.59285623962
chr2L	9265863	9266510	1.3e-32	2118.46374826284
chr2L	8812860	8813388	4.53e-32	2082.44375972248
chr2R	22384700	22384980	6.85e-25	1605.44196768222
chr3L	2701171	2701617	1.73e-24	1578.71004478869
chr2L	5788241	5788541	2.5e-20	1302.3326760572
chrX	6624632	6624897	6.22e-20	1276.03294634783
chr3L	20826386	20826800	8.41e-20	1267.32912194534
chr3R	8506014	8506278	1.86e-19	1244.42662363053
chrX	20977763	20978051	7.6e-19	1203.81268768607
chr2L	4069201	4069558	2.18e-18	1173.40755145941
chr3R	11040286	11040486	1.66e-17	1114.83188743026
chr2R	24655763	24656416	2.22e-17	1106.4443587302
chr3R	27430408	27430672	1.39e-16	1053.51529270498
chr2R	20819430	20819584	1.16e-15	992.295932359152
chr3L	2683238	2683428	1.04e-13	862.569634103387
chr2L	20258753	20258850	2.8e-13	833.992768127309
chrX	8350913	8351356	2.95e-12	766.048443683477
chr3L	14725125	14725379	4.9e-12	751.40710778841
chr3L	19412116	19412243	7.96e-12	737.407374157588
chr3L	20039298	20039416	5.33e-09	549.664346420036
chr2L	4248681	4249887	1.66e-45	2975.11162056718
chr2L	9752473	9753040	7.06e-45	2933.3419217287
chr3R	5907441	5908069	1.83e-40	2640.1056029397
chr2L	940413	941057	2.4e-38	2499.40466399772
chrX	20871929	20872564	1.97e-37	2438.66287762301
chr3L	2282416	2282895	3.77e-32	2087.74269025803
chr2L	6894364	6894838	4.35e-31	2017.17511081094
chr3R	26811071	26811579	1.15e-30	1989.12417970902
chr3R	17521584	17522108	1.4e-29	1917.00975849127
chr2L	2073246	2073716	1.19e-26	1722.38337787076
chr2R	24222168	24222453	2.8e-25	1631.25551090028
chr2L	7110786	7111165	1.47e-24	1583.4091624447
chr2R	22046550	22046944	2.02e-23	1507.79981778865
chrX	6936913	6937287	7.75e-23	1469.00299744045
chr2R	16071981	16072213	1.56e-22	1448.81744116869
chr3L	17706231	17706741	1.33e-21	1386.98127493816
chr2R	19078764	19079283	3.84e-21	1356.38767363376
chr3R	12136493	12136988	5.85e-20	1277.80250546102
chr2L	8093088	8093558	6.79e-20	1273.50300646554
chr2R	14116985	14117191	1.04e-19	1261.20100548987
chr3R	31073242	31073765	1.5e-19	1250.63342604277
chr2R	18498542	18498770	7.57e-18	1137.48824815523
chr2L	1277043	1277365	8.82e-18	1133.07854104379
chr3R	13434627	13434770	2.73e-17	1100.4775332388
chr2L	17198701	17198904	3.69e-15	958.906012140495
chr2L	18268194	18268383	8.62e-15	934.424671079921
chr3R	20140114	20140914	3.81e-14	891.544046614089
chr3L	12905427	12905732	6.17e-14	877.634456780968
chrX	11171833	11172130	1.27e-13	856.804734730765
chrX	14296119	14296291	5.77e-12	746.691316395552
chr3R	5966735	5966957	1.41e-11	720.910277622738
chr3L	9199297	9199431	1.79e-10	647.586427227682
chr3L	22017562	22017998	3.26e-09	563.849617790598
chr3R	14168981	14169100	3.93e-09	558.456470830048
chr3L	4790204	4790457	1.28e-08	524.385618977473
chr2L	16591061	16591584	3.06e-39	2558.83328095378
chr3R	4687127	4688096	6.33e-39	2537.85980401907
chr2L	10560101	10560826	3.51e-37	2421.99736960605
chr3L	13789543	13790256	2.29e-35	2301.44271445471
chr3R	30659465	30659830	1.27e-29	1919.82172509472
chr2L	14441204	14441601	1.69e-27	1778.70070630903
chr2L	13039159	13039371	4.12e-27	1752.98828449101
chrX	5896171	5896347	1.16e-26	1723.12011323437
chrX	11253027	11253462	7.09e-24	1538.00977299664
chr2L	3189173	3189743	1.12e-23	1524.81694900253
chr3R	7604980	7605554	1.86e-23	1510.18087122152
chr2L	4071419	4071702	2.64e-23	1500.07616505651
chr3L	22106117	22106522	8.21e-23	1467.33927920812
chr3R	9118200	9118520	1.66e-21	1380.58613502125
chr4	582758	582867	5.32e-20	1280.54271304042
chr3L	2470743	2471031	2.54e-19	1235.43610611725
chr2R	10761905	10762206	2.66e-18	1167.66558924492
chr3L	4983422	4983635	1.29e-17	1122.10813094873
chr3R	5967787	5968174	1.04e-16	1061.88531979663
chr3R	26303634	26304001	3.22e-16	1029.27577659716
chr3R	29281067	29281509	8.55e-16	1001.09850196399
chr2L	19879947	19880200	6.1e-15	944.402243612698
chr2R	20086309	20086650	4.98e-14	883.816951722594
chr3L	20907311	20907555	6.06e-14	878.153510694497
chr3L	1170538	1170853	1.19e-13	858.68207320005
chr3L	6346872	6347248	7.56e-13	805.333579981787
chr2L	6519644	6519796	6.13e-12	744.945001294646
chr2L	16611190	16611388	1.21e-11	725.324039925222
chrUn_DS485102v1	6	577	6.98e-11	674.759640146521
chr2R	24440140	24440301	1.41e-10	654.471715724991
chr3R	670519	670709	2.32e-07	440.787437177174
chrUn_DS483659v1	1696	2087	0.000861	203.633982838547
chr2L	18040874	18041460	7.68e-43	2798.0360353842
chrX	15436926	15437589	2.03e-40	2637.11288136168
chr2R	14734949	14735475	2.03e-35	2304.92007187294
chr2R	24211615	24212278	4.29e-31	2017.57586587567
chr3R	31102121	31102638	1.09e-28	1857.79317043688
chr3R	15690687	15691156	1.97e-26	1707.8386967478
chr3R	29338267	29338610	1.12e-23	1524.81694900253
chrX	723842	724540	2.47e-23	1501.99670281199
chr2L	8106240	8106617	1.36e-22	1452.77622872093
chr3R	26311175	26311714	4.14e-21	1354.2171844982
chr3L	9940082	9940527	5.23e-21	1347.47358092325
chr2R	7095205	7095468	9.45e-21	1330.40351326602
chr2R	16982341	16982667	1.22e-20	1323.03361499918
chrX	14131169	14131514	2.1e-20	1307.36345139712
chr3L	5222961	5223289	2.46e-20	1302.79807164365
chr2L	18830870	18830985	6.74e-20	1273.7162661268
chr2R	7120980	7121322	8.37e-20	1267.46668549943
chr3R	7684921	7685452	3.69e-19	1224.66025973148
chr3L	10134150	10134517	3.98e-19	1222.47730744182
chr2R	6224787	6224981	4.16e-18	1154.76244359212
chr2L	2555811	2556426	3.33e-17	1094.74510871577
chr2L	3983432	3983801	4.96e-17	1083.24874984946
chr3R	31290056	31290276	8.84e-17	1066.57462486937
chr2R	9334480	9334716	6.41e-16	1009.41050322708
chr3R	5952150	5952328	3.04e-14	898.058440095084
chr2L	9310167	9310275	4.6e-14	886.107189345068
chrX	14715042	14715213	5.44e-14	881.267733538949
chr2R	20120514	20120652	4.02e-13	823.55739464263
chr2L	16501692	16501815	2.15e-12	775.176009576672
chr3L	1989426	1989625	5.29e-12	749.197388326181
chr3R	17273151	17273360	4.7e-09	553.29384194392
chr3R	26158882	26159052	5.16e-09	550.599635766755
chr3R	15030981	15031765	1.55e-38	2512.0199878044
chr3R	15651641	15652194	4.94e-32	2079.94375989171
chr3R	10270233	10270857	4e-30	1953.15685693242
chr3R	19182708	19183203	5.02e-30	1946.6031096489
chrX	10653121	10653541	5.86e-29	1875.70028174172
chr3L	15864956	15865501	9.49e-29	1861.79013328974
chr2L	2249887	2250177	7.61e-25	1602.4061183691
chr3L	7036420	7036941	2.17e-24	1572.17158469254
chrX	22893560	22894117	2.27e-24	1570.87163959561
chr2L	13430761	13431094	3.61e-23	1491.04694690594
chr2R	7848885	7849046	4.61e-23	1483.99158863509
chr2L	14413172	14413369	1.25e-22	1455.20979985269
chr3R	19492726	19492853	3.58e-22	1424.84917000065
chr2R	18924806	18925308	1.35e-21	1386.55061170717
chr2L	11167611	11167702	8.44e-21	1333.66493987404
chrX	18979573	18979819	2.27e-20	1305.11739200462
chr2L	20569681	20569962	3.6e-20	1291.81129982385
chr3R	30549787	30550126	1.46e-19	1251.41330867509
chr2L	1256676	1256828	1.86e-19	1244.42662363053
chr2L	10071903	10072288	2.48e-18	1169.68731174721
chr3R	24467041	24467348	3.1e-18	1163.24874984946
chr2L	2070363	2070815	9.89e-17	1063.33614184202
chr2L	7194385	7194457	1.04e-16	1061.88531979663
chr3R	25869010	25869197	6.9e-15	940.846501228393
chr2R	13697471	13697647	8.48e-15	934.897143170439
chr3L	13340925	13341207	2.98e-14	898.633619954713
chr3L	11661900	11662025	5.68e-14	880.022047973862
chr3L	10015065	10015238	8.94e-14	866.93436994029
chr2L	10023570	10023717	1.77e-13	847.226317464549
chr3L	20865763	20865882	9.67e-13	798.230986876672
chr2L	10900047	10900342	6.46e-12	743.432059474583
chr2R	22625437	22625544	3.15e-11	697.717144302969
chrX	20835782	20835925	1.25e-10	657.947057079725
chrX	21289646	21289775	3.97e-09	558.164276932361
chr3L	8768444	8768616	4.54e-08	487.854649231654
chrUn_DS484000v1	1476	1588	0.000385	226.857078674838
chrUn_DS484064v1	1208	1423	0.000497	219.489330555238
chr2L	9828639	9829660	7.99e-49	3195.52562292655
chr3L	4013928	4014646	5.64e-42	2740.5056964529
chr2R	9322233	9323094	7.32e-37	2400.78991724646
chr3L	10728403	10728842	1.1e-33	2189.72247215066
chr3R	22494158	22494554	2.11e-31	2038.05055885152
chrX	13696441	13697273	2.3e-29	1902.68561781128
chr2R	8555606	8556424	2.71e-26	1698.63675230985
chr3R	18880907	18881373	1.18e-25	1656.18831025194
chr2L	18353118	18353427	3.07e-25	1628.59927433177
chr3L	19354441	19354899	5.67e-25	1610.89707274033
chr2L	5777802	5778316	3.43e-24	1558.96131401797
chr3R	8373421	8373998	4.69e-24	1549.93372709112
chr3R	30359090	30359244	9.88e-24	1528.43526470974
chr3L	13100374	13100958	1.15e-23	1524.05424642479
chr3R	25710636	25711166	4.38e-23	1485.46830625166
chr3R	15646145	15646653	1.29e-22	1454.30094043747
chr3L	15449748	15450180	3.34e-22	1426.85139969645
chr3R	29468625	29469313	3.7e-20	1291.02073254011
